system,trial,judge_wer,asr_wer,ref_words
struct-e12,sir0_val-42-000027,220.0,240.0,20
struct-e12,sir0_val-42-000028,3.7037037037037037,18.51851851851852,27
struct-e12,sir0_val-42-000029,46.15384615384615,48.717948717948715,39
struct-e12,sir0_val-42-000031,78.26086956521739,76.08695652173913,46
struct-e12,sir0_val-42-000032,37.5,45.833333333333336,24
struct-e12,sir0_val-42-000035,63.1578947368421,21.05263157894737,38
struct-e12,sir0_val-42-000037,12.903225806451612,19.35483870967742,31
struct-e12,sir0_val-42-000041,0.0,4.0,25
struct-e12,sir0_val-42-000045,0.0,0.0,28
struct-e12,sir0_val-42-000046,0.0,0.0,23
struct-e12,sir0_val-42-000048,225.0,137.5,8
struct-e12,sir0_val-42-000050,17.647058823529413,20.58823529411765,34
struct-e12,sir0_val-42-000051,132.5581395348837,41.86046511627907,43
struct-e12,sir0_val-42-000053,113.33333333333333,126.66666666666667,15
struct-e12,sir0_val-42-000054,13.513513513513514,43.24324324324324,37
struct-e12,sir0_val-42-000055,75.75757575757575,63.63636363636363,33
struct-e12,sir0_val-42-000057,124.24242424242425,124.24242424242425,33
struct-e12,sir0_val-42-000058,44.11764705882353,88.23529411764706,34
struct-e12,sir0_val-42-000061,70.58823529411765,76.47058823529412,34
struct-e12,sir0_val-42-000062,2.0,24.0,50
struct-e12,sir0_val-42-000063,11.11111111111111,18.51851851851852,27
struct-e12,sir0_val-42-000065,0.0,10.0,30
struct-e12,sir0_val-42-000067,34.48275862068966,74.13793103448276,58
struct-e12,sir0_val-42-000068,91.30434782608695,8.695652173913043,23
struct-e12,sir0_val-42-000070,80.95238095238095,57.142857142857146,42
struct-e12,sir0_val-42-000071,85.0,85.0,20
struct-e12,sir0_val-42-000073,95.34883720930233,83.72093023255815,43
struct-e12,sir0_val-42-000077,57.142857142857146,14.285714285714286,35
struct-e12,sir0_val-42-000078,2.5641025641025643,10.256410256410257,39
struct-e12,sir0_val-42-000080,89.74358974358974,89.74358974358974,39
struct-e12,sir0_val-42-000085,52.63157894736842,52.63157894736842,38
struct-e12,sir0_val-42-000086,70.0,93.33333333333333,30
struct-e12,sir0_val-42-000089,7.547169811320755,28.30188679245283,53
struct-e12,sir0_val-42-000090,97.14285714285714,100.0,35
struct-e12,sir0_val-42-000091,111.36363636363636,113.63636363636364,44
struct-e12,sir0_val-42-000092,0.0,8.333333333333334,36
struct-e12,sir0_val-42-000097,89.28571428571429,100.0,28
struct-e12,sir0_val-42-000098,12.727272727272727,23.636363636363637,55
struct-e12,sir0_val-42-000102,14.705882352941176,29.41176470588235,34
struct-e12,sir0_val-42-000105,29.09090909090909,23.636363636363637,55
struct-e12,sir0_val-42-000107,23.91304347826087,34.78260869565217,46
struct-e12,sir0_val-42-000109,17.857142857142858,71.42857142857143,28
struct-e12,sir0_val-42-000111,97.05882352941177,97.05882352941177,34
struct-e12,sir0_val-42-000112,47.22222222222222,25.0,36
struct-e12,sir0_val-42-000113,2.3255813953488373,4.651162790697675,43
struct-e12,sir0_val-42-000116,51.515151515151516,96.96969696969697,33
struct-e12,sir0_val-42-000119,79.03225806451613,153.2258064516129,62
struct-e12,sir0_val-42-000123,51.61290322580645,32.25806451612903,31
struct-e12,sir0_val-42-000127,0.0,7.142857142857143,28
struct-e12,sir0_val-42-000128,80.64516129032258,29.032258064516128,31
struct-e12,sir0_val-42-000129,37.93103448275862,65.51724137931035,29
struct-e12,sir0_val-42-000130,300.0,333.3333333333333,15
struct-e12,sir0_val-42-000133,104.34782608695652,134.7826086956522,23
struct-e12,sir0_val-42-000134,96.55172413793103,74.13793103448276,58
struct-e12,sir0_val-42-000135,133.33333333333334,114.81481481481481,27
struct-e12,sir0_val-42-000137,19.148936170212767,23.404255319148938,47
struct-e12,sir0_val-42-000138,51.351351351351354,97.29729729729729,37
struct-e12,sir0_val-42-000139,211.11111111111111,61.111111111111114,18
struct-e12,sir0_val-42-000140,56.52173913043478,69.56521739130434,23
struct-e12,sir0_val-42-000142,41.37931034482759,48.275862068965516,29
struct-e12,sir0_val-42-000144,44.18604651162791,39.53488372093023,43
struct-e12,sir0_val-42-000145,17.142857142857142,54.285714285714285,35
struct-e12,sir0_val-42-000146,76.19047619047619,54.76190476190476,42
struct-e12,sir0_val-42-000148,17.391304347826086,32.608695652173914,46
struct-e12,sir0_val-42-000150,64.58333333333333,43.75,48
struct-e12,sir0_val-42-000151,40.74074074074074,25.925925925925927,54
struct-e12,sir0_val-42-000152,0.0,9.090909090909092,22
struct-e12,sir0_val-42-000153,84.375,87.5,32
struct-e12,sir0_val-42-000157,134.14634146341464,104.8780487804878,41
struct-e12,sir0_val-42-000158,86.95652173913044,78.26086956521739,23
struct-e12,sir0_val-42-000162,75.0,100.0,24
struct-e12,sir0_val-42-000163,0.0,12.0,25
struct-e12,sir0_val-42-000164,200.0,212.5,16
struct-e12,sir0_val-42-000166,2.6315789473684212,13.157894736842104,38
struct-e12,sir0_val-42-000169,0.0,29.032258064516128,31
struct-e12,sir0_val-42-000172,6.976744186046512,11.627906976744185,43
struct-e12,sir0_val-42-000176,0.0,0.0,21
struct-e12,sir0_val-42-000178,0.0,30.434782608695652,23
struct-e12,sir0_val-42-000179,66.66666666666667,66.66666666666667,33
